Availability 30;Availability 60;Availability 90;Availability 365;Accommodates;Bathrooms;Bedrooms;Beds;Price;Cleaning Fee;Guests Included;Neighbourhood Cleansed_mean_encoded;Neighbourhood Group Cleansed_mean_encoded;Room Type_mean_encoded
0;16;46;124;2;1.0;0.0;1.0;65.0;55.0;1;64.08641975308642;52.2472647702407;87.29660587639312
13;29;58;333;4;1.0;2.0;4.0;59.0;0.0;1;48.46524064171123;85.65113636363637;87.29660587639312
0;0;0;0;1;1.0;1.0;1.0;100.0;0.0;1;48.46524064171123;85.65113636363637;34.25513598121698
7;27;31;306;2;1.0;1.0;1.0;35.0;0.0;1;84.93013100436681;85.65113636363637;34.25513598121698
15;18;18;284;4;1.0;0.0;2.0;50.0;50.0;1;60.342919153553986;72.77179221548025;87.29660587639312
7;23;36;311;2;1.0;0.0;1.0;45.0;30.0;1;60.342919153553986;72.77179221548025;87.29660587639312
3;3;20;20;3;1.0;1.0;2.0;42.0;20.0;2;60.342919153553986;72.77179221548025;87.29660587639312
0;0;6;96;3;1.0;1.0;1.0;42.0;0.0;1;60.33673469387755;73.31741573033707;87.29660587639312
0;0;0;218;3;1.0;2.0;2.0;70.0;38.0;2;78.0656192236599;72.77179221548025;87.29660587639312
3;9;20;286;6;2.0;3.0;4.0;210.0;140.0;1;137.16959064327486;85.65113636363637;87.29660587639312
0;2;7;7;4;1.0;0.0;4.0;55.0;7.0;3;85.58936170212766;72.77179221548025;87.29660587639312
1;7;25;274;4;1.0;1.0;2.0;56.0;30.0;2;60.342919153553986;72.77179221548025;87.29660587639312
7;35;61;120;2;1.0;0.0;1.0;70.0;35.0;1;78.90445859872611;72.77179221548025;87.29660587639312
30;60;90;365;10;4.0;6.0;10.0;23.0;20.0;1;67.61974944731024;72.77179221548025;34.25513598121698
8;29;39;48;4;1.0;1.0;2.0;36.0;15.0;2;34.389830508474574;39.63456090651558;87.29660587639312
17;29;58;333;6;1.0;2.0;2.0;120.0;40.0;4;85.58936170212766;72.77179221548025;87.29660587639312
23;53;83;358;2;2.0;1.0;2.0;80.0;0.0;1;66.7984496124031;85.65113636363637;34.25513598121698
6;33;63;338;2;1.0;1.0;1.0;49.0;15.0;6;60.342919153553986;72.77179221548025;34.25513598121698
10;32;34;291;6;1.0;2.0;4.0;145.0;105.0;4;85.58936170212766;72.77179221548025;87.29660587639312
8;26;42;312;5;1.0;1.0;4.0;110.0;30.0;3;85.58936170212766;72.77179221548025;87.29660587639312
0;0;0;17;3;1.5;2.0;3.0;50.0;35.0;1;37.12562814070352;34.444148936170215;87.29660587639312
18;48;78;353;2;2.0;1.0;1.0;20.0;0.0;1;28.555555555555557;34.444148936170215;34.25513598121698
8;18;36;65;6;1.0;2.0;4.0;50.0;40.0;2;41.56962025316456;52.2472647702407;87.29660587639312
0;0;14;286;5;1.0;1.0;3.0;130.0;50.0;2;82.51466666666667;72.77179221548025;87.29660587639312
6;9;12;120;2;1.0;1.0;1.0;45.0;20.0;1;82.39354838709677;71.9791013584117;87.29660587639312
30;60;90;365;10;;1.0;;100.0;0.0;1;49.541666666666664;53.35443037974684;34.25513598121698
15;37;58;327;6;1.0;2.0;2.0;120.0;40.0;6;60.342919153553986;72.77179221548025;87.29660587639312
0;0;6;96;3;1.0;2.0;2.0;55.0;20.0;3;58.53846153846154;44.23841059602649;87.29660587639312
7;19;31;301;8;2.0;3.0;5.0;170.0;0.0;6;78.0656192236599;72.77179221548025;87.29660587639312
0;0;0;96;8;1.0;4.0;5.0;60.0;30.0;4;67.61974944731024;72.77179221548025;87.29660587639312
15;45;71;346;2;1.0;1.0;1.0;20.0;10.0;1;67.61974944731024;72.77179221548025;34.25513598121698
16;16;19;19;2;1.0;1.0;1.0;40.0;10.0;2;67.61974944731024;72.77179221548025;34.25513598121698
6;13;26;288;2;1.0;0.0;1.0;60.0;25.0;1;137.16959064327486;85.65113636363637;87.29660587639312
5;31;57;332;2;1.0;1.0;1.0;60.0;40.0;1;57.316901408450704;71.9791013584117;87.29660587639312
2;19;37;309;8;3.0;4.0;6.0;170.0;50.0;4;137.16959064327486;85.65113636363637;87.29660587639312
2;15;25;179;5;1.0;2.0;2.0;60.0;20.0;3;60.342919153553986;72.77179221548025;87.29660587639312
0;0;6;281;2;1.0;1.0;2.0;49.0;15.0;1;78.0656192236599;72.77179221548025;87.29660587639312
4;4;4;192;2;1.0;1.0;1.0;40.0;6.0;1;85.58936170212766;72.77179221548025;34.25513598121698
1;3;3;84;2;1.0;1.0;1.0;72.0;35.0;1;78.0656192236599;72.77179221548025;87.29660587639312
10;37;67;342;3;1.0;1.0;2.0;44.0;13.0;2;47.87931034482759;36.6605504587156;87.29660587639312
26;56;86;361;1;1.0;1.0;1.0;23.0;0.0;1;78.0656192236599;72.77179221548025;34.25513598121698
30;60;90;365;1;1.0;1.0;1.0;25.0;0.0;1;45.75555555555555;51.07333333333333;34.25513598121698
0;0;6;281;3;1.0;1.0;1.0;65.0;0.0;1;56.857142857142854;57.39890710382514;87.29660587639312
28;58;88;363;2;1.0;1.0;1.0;30.0;10.0;1;44.0625;53.35443037974684;34.25513598121698
3;3;3;3;2;1.0;1.0;1.0;21.0;0.0;1;36.0;38.298611111111114;34.25513598121698
5;9;31;299;4;1.0;1.0;3.0;74.0;55.0;1;60.342919153553986;72.77179221548025;87.29660587639312
14;39;65;340;4;1.0;2.0;2.0;50.0;25.0;2;60.342919153553986;72.77179221548025;87.29660587639312
17;47;77;352;4;2.0;2.0;2.0;140.0;20.0;1;65.95817490494296;66.16144578313254;87.29660587639312
15;35;39;314;2;1.0;1.0;1.0;20.0;0.0;1;29.7;66.16144578313254;34.25513598121698
7;7;7;191;2;1.0;1.0;2.0;50.0;25.0;1;60.342919153553986;72.77179221548025;87.29660587639312
3;3;3;3;1;1.0;0.0;2.0;44.0;0.0;1;78.0656192236599;72.77179221548025;87.29660587639312
4;4;4;4;1;1.0;1.0;1.0;25.0;0.0;1;58.56521739130435;70.86238532110092;34.25513598121698
11;41;71;161;3;1.0;4.0;3.0;50.0;30.0;1;68.84;66.16144578313254;87.29660587639312
4;16;20;219;1;1.0;1.0;1.0;18.0;0.0;1;33.410714285714285;46.363751584283904;34.25513598121698
0;6;36;202;2;1.0;0.0;1.0;42.0;0.0;1;59.791666666666664;52.2472647702407;87.29660587639312
7;37;67;157;2;1.0;1.0;2.0;19.0;15.0;1;39.95454545454545;39.63456090651558;34.25513598121698
2;20;49;139;1;1.0;1.0;1.0;29.0;0.0;1;56.62637362637363;71.9791013584117;34.25513598121698
3;19;19;29;6;1.0;3.0;4.0;50.0;15.0;3;25.083333333333332;36.21621621621622;87.29660587639312
7;37;67;131;2;1.0;1.0;1.0;50.0;0.0;1;49.3;39.35897435897436;87.29660587639312
22;52;82;107;2;1.0;1.0;1.0;35.0;0.0;1;45.42696629213483;46.363751584283904;34.25513598121698
29;59;89;364;1;1.0;1.0;1.0;40.0;10.0;1;78.90445859872611;72.77179221548025;34.25513598121698
8;38;68;343;2;2.0;1.0;2.0;25.0;10.0;1;51.53333333333333;57.39890710382514;34.25513598121698
0;21;46;321;2;1.0;1.0;1.0;28.0;0.0;1;45.42696629213483;46.363751584283904;34.25513598121698
21;51;81;81;7;1.0;1.0;3.0;70.0;30.0;2;68.84;66.16144578313254;87.29660587639312
4;13;40;315;2;1.0;1.0;1.0;50.0;20.0;2;67.61974944731024;72.77179221548025;87.29660587639312
9;11;26;137;3;;1.0;1.0;62.0;0.0;2;60.342919153553986;72.77179221548025;87.29660587639312
30;60;90;365;2;1.0;1.0;1.0;45.0;30.0;1;28.140350877192983;39.63456090651558;34.25513598121698
30;60;90;365;2;1.0;1.0;2.0;70.0;0.0;1;82.55238095238096;71.9791013584117;29.853403141361255
30;60;90;181;6;2.0;1.0;6.0;35.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
10;22;47;47;2;1.0;1.0;2.0;30.0;40.0;1;44.75;57.39890710382514;34.25513598121698
22;52;82;172;1;1.0;1.0;1.0;23.0;0.0;1;45.717241379310344;46.363751584283904;34.25513598121698
0;0;0;0;1;1.0;1.0;1.0;30.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
22;52;82;172;1;1.0;1.0;1.0;32.0;0.0;1;63.11538461538461;73.31741573033707;34.25513598121698
6;15;38;128;3;1.0;1.0;2.0;70.0;20.0;2;78.0656192236599;72.77179221548025;87.29660587639312
7;37;67;342;2;1.0;1.0;1.0;28.0;0.0;1;50.0;39.63456090651558;34.25513598121698
12;42;72;347;3;2.0;1.0;2.0;25.0;10.0;2;82.51466666666667;72.77179221548025;34.25513598121698
8;16;34;309;3;1.0;1.0;2.0;44.0;20.0;2;78.90445859872611;72.77179221548025;87.29660587639312
25;55;85;360;3;1.0;2.0;3.0;75.0;0.0;3;53.4264705882353;85.65113636363637;87.29660587639312
9;24;43;133;4;1.0;2.0;2.0;55.0;50.0;3;63.11538461538461;73.31741573033707;87.29660587639312
0;0;0;0;2;1.0;1.0;2.0;42.0;0.0;1;82.55238095238096;71.9791013584117;34.25513598121698
0;0;0;0;2;1.0;1.0;1.0;90.0;20.0;1;75.41904761904762;70.86238532110092;87.29660587639312
29;59;89;89;4;1.0;0.0;2.0;35.0;30.0;1;82.55238095238096;71.9791013584117;87.29660587639312
30;60;90;365;2;1.0;1.0;2.0;65.0;25.0;1;67.44444444444444;51.07333333333333;34.25513598121698
2;4;16;216;8;2.0;2.0;5.0;155.0;0.0;4;85.58936170212766;72.77179221548025;87.29660587639312
0;8;12;195;2;1.0;1.0;1.0;70.0;30.0;2;67.61974944731024;72.77179221548025;87.29660587639312
23;52;73;348;4;1.5;1.0;2.0;100.0;40.0;2;67.61974944731024;72.77179221548025;87.29660587639312
7;7;7;256;2;1.0;1.0;1.0;39.0;35.0;1;82.51466666666667;72.77179221548025;34.25513598121698
0;0;0;0;3;1.0;2.0;2.0;125.0;20.0;1;67.61974944731024;72.77179221548025;87.29660587639312
1;1;1;99;4;1.0;2.0;2.0;75.0;0.0;2;78.0656192236599;72.77179221548025;87.29660587639312
12;21;43;318;6;1.5;2.0;3.0;75.0;45.0;2;78.0656192236599;72.77179221548025;87.29660587639312
21;51;81;81;2;1.0;0.0;1.0;35.0;15.0;1;67.61974944731024;72.77179221548025;34.25513598121698
0;6;36;311;1;1.0;1.0;1.0;20.0;15.0;1;60.342919153553986;72.77179221548025;34.25513598121698
13;35;65;340;4;1.0;1.0;1.0;60.0;0.0;2;45.42696629213483;46.363751584283904;87.29660587639312
9;20;43;193;2;2.0;1.0;1.0;30.0;5.0;1;78.0656192236599;72.77179221548025;34.25513598121698
10;28;53;143;4;1.0;1.0;1.0;45.0;30.0;2;60.342919153553986;72.77179221548025;87.29660587639312
7;37;67;342;2;1.5;1.0;1.0;55.0;0.0;2;101.6;73.31741573033707;34.25513598121698
4;34;58;307;3;1.0;1.0;1.0;79.0;30.0;1;65.95817490494296;66.16144578313254;87.29660587639312
7;17;33;285;4;1.0;1.0;2.0;45.0;30.0;1;60.342919153553986;72.77179221548025;87.29660587639312
1;15;45;135;2;1.0;1.0;1.0;60.0;40.0;2;87.48611111111111;73.31741573033707;87.29660587639312
13;43;73;73;2;1.0;1.0;1.0;90.0;25.0;1;63.11538461538461;73.31741573033707;87.29660587639312
17;44;72;347;4;1.0;0.0;2.0;60.0;30.0;2;78.0656192236599;72.77179221548025;87.29660587639312
0;0;0;0;3;1.0;0.0;2.0;36.0;15.0;1;82.55238095238096;71.9791013584117;87.29660587639312
7;37;67;342;1;1.0;1.0;2.0;53.0;0.0;1;75.41904761904762;70.86238532110092;34.25513598121698
0;0;5;158;2;1.0;1.0;1.0;120.0;0.0;1;82.55238095238096;71.9791013584117;87.29660587639312
9;33;53;328;6;1.0;2.0;1.0;102.0;48.0;2;82.55238095238096;71.9791013584117;87.29660587639312
0;0;0;0;3;1.0;1.0;3.0;40.0;40.0;1;67.61974944731024;72.77179221548025;87.29660587639312
19;45;69;342;10;0.0;1.0;10.0;20.0;0.0;1;78.0656192236599;72.77179221548025;29.853403141361255
14;44;72;251;6;2.0;2.0;5.0;500.0;0.0;4;78.90445859872611;72.77179221548025;87.29660587639312
30;60;90;365;2;1.0;1.0;1.0;45.0;0.0;1;34.875;36.6605504587156;34.25513598121698
6;25;35;202;5;1.0;2.0;3.0;70.0;30.0;1;85.58936170212766;72.77179221548025;87.29660587639312
1;12;13;104;1;1.0;1.0;1.0;17.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
0;0;0;189;2;1.0;1.0;1.0;50.0;0.0;1;87.48611111111111;73.31741573033707;34.25513598121698
0;27;27;123;2;1.0;0.0;1.0;80.0;25.0;1;85.58936170212766;72.77179221548025;87.29660587639312
9;11;37;312;6;1.0;2.0;4.0;130.0;50.0;2;82.55238095238096;71.9791013584117;87.29660587639312
3;25;50;301;4;2.0;2.0;3.0;100.0;40.0;2;82.39354838709677;71.9791013584117;87.29660587639312
4;34;64;88;2;1.0;1.0;1.0;25.0;25.0;2;40.07692307692308;39.35897435897436;34.25513598121698
5;5;13;14;1;1.0;1.0;1.0;26.0;5.0;1;67.61974944731024;72.77179221548025;34.25513598121698
0;0;0;0;4;1.0;1.0;2.0;126.0;0.0;1;137.16959064327486;85.65113636363637;87.29660587639312
24;54;84;359;2;1.0;1.0;2.0;19.0;0.0;1;34.389830508474574;39.63456090651558;34.25513598121698
30;60;90;365;2;1.0;1.0;2.0;22.0;0.0;1;59.763636363636365;57.39890710382514;29.853403141361255
0;0;0;0;2;2.0;1.0;1.0;49.0;0.0;1;78.0656192236599;72.77179221548025;34.25513598121698
6;26;45;320;2;1.0;1.0;2.0;35.0;25.0;1;60.342919153553986;72.77179221548025;87.29660587639312
6;6;6;93;1;1.0;1.0;1.0;30.0;0.0;1;29.7;66.16144578313254;34.25513598121698
16;23;48;138;2;1.0;0.0;1.0;75.0;24.0;1;137.16959064327486;85.65113636363637;87.29660587639312
16;46;68;151;2;1.0;1.0;1.0;50.0;10.0;1;78.90445859872611;72.77179221548025;34.25513598121698
10;22;40;277;4;1.0;1.0;1.0;68.0;40.0;2;82.51466666666667;72.77179221548025;87.29660587639312
13;43;73;317;4;2.0;2.0;2.0;145.0;90.0;1;103.72222222222223;70.86238532110092;87.29660587639312
0;0;0;0;1;1.0;1.0;1.0;10.0;15.0;1;25.107142857142858;33.50632911392405;29.853403141361255
11;41;68;158;1;1.0;1.0;1.0;39.0;18.0;1;78.90445859872611;72.77179221548025;34.25513598121698
9;31;58;145;2;1.0;1.0;1.0;30.0;0.0;1;67.61974944731024;72.77179221548025;34.25513598121698
0;0;0;0;3;1.0;1.0;2.0;38.0;0.0;1;82.55238095238096;71.9791013584117;34.25513598121698
0;0;0;218;2;1.0;1.0;1.0;58.0;0.0;1;60.342919153553986;72.77179221548025;87.29660587639312
0;0;0;0;1;1.0;1.0;2.0;40.0;0.0;1;137.16959064327486;85.65113636363637;34.25513598121698
0;0;0;0;1;1.0;1.0;1.0;15.0;0.0;1;33.410714285714285;46.363751584283904;34.25513598121698
9;29;59;150;4;1.0;1.0;1.0;69.0;29.0;2;67.61974944731024;72.77179221548025;87.29660587639312
8;25;50;50;4;1.0;1.0;1.0;65.0;25.0;2;78.0656192236599;72.77179221548025;87.29660587639312
0;0;0;188;1;2.0;1.0;1.0;20.0;0.0;1;45.75555555555555;51.07333333333333;34.25513598121698
3;7;11;250;2;1.0;1.0;1.0;50.0;10.0;2;60.342919153553986;72.77179221548025;87.29660587639312
1;5;9;204;3;1.0;2.0;2.0;94.0;30.0;1;84.93013100436681;85.65113636363637;87.29660587639312
0;5;35;61;1;1.0;1.0;1.0;35.0;30.0;1;82.51466666666667;72.77179221548025;34.25513598121698
26;56;86;87;6;1.0;3.0;3.0;147.0;27.0;1;45.62222222222222;38.298611111111114;87.29660587639312
8;14;28;271;4;1.0;1.0;4.0;59.0;0.0;2;82.51466666666667;72.77179221548025;87.29660587639312
20;50;80;170;2;2.0;1.0;4.0;25.0;0.0;1;28.166666666666668;39.63456090651558;34.25513598121698
2;8;18;79;4;2.0;2.0;2.0;120.0;40.0;1;78.0656192236599;72.77179221548025;87.29660587639312
0;6;36;126;1;3.0;1.0;1.0;28.0;5.0;1;58.56521739130435;70.86238532110092;34.25513598121698
0;0;5;280;2;1.0;1.0;1.0;29.0;15.0;1;78.0656192236599;72.77179221548025;34.25513598121698
13;13;13;13;2;1.0;1.0;2.0;25.0;0.0;1;82.39354838709677;71.9791013584117;34.25513598121698
5;23;44;311;6;3.0;3.0;4.0;100.0;50.0;2;37.12562814070352;34.444148936170215;87.29660587639312
2;22;37;295;7;2.0;4.0;6.0;110.0;25.0;4;45.717241379310344;46.363751584283904;87.29660587639312
30;60;90;365;1;1.0;1.0;1.0;50.0;20.0;1;56.857142857142854;57.39890710382514;34.25513598121698
29;59;89;89;6;2.0;3.0;5.0;100.0;100.0;5;67.44444444444444;51.07333333333333;87.29660587639312
0;0;0;219;6;2.0;3.0;4.0;150.0;0.0;3;67.61974944731024;72.77179221548025;87.29660587639312
0;0;0;189;4;1.0;1.0;2.0;52.0;0.0;2;67.61974944731024;72.77179221548025;87.29660587639312
15;40;70;345;1;1.0;1.0;1.0;17.0;0.0;1;37.12562814070352;34.444148936170215;34.25513598121698
12;24;44;66;3;1.0;1.0;3.0;80.0;0.0;2;85.58936170212766;72.77179221548025;87.29660587639312
12;42;72;128;2;1.0;1.0;1.0;91.0;0.0;1;101.6;73.31741573033707;87.29660587639312
23;47;47;201;6;2.0;3.0;3.0;45.0;0.0;2;37.166666666666664;34.444148936170215;87.29660587639312
3;14;32;296;2;1.0;1.0;2.0;30.0;0.0;1;52.86641221374046;46.363751584283904;34.25513598121698
14;44;74;349;4;1.0;1.0;2.0;69.0;20.0;3;78.0656192236599;72.77179221548025;34.25513598121698
0;0;0;0;2;1.0;1.0;1.0;80.0;40.0;2;78.0656192236599;72.77179221548025;87.29660587639312
9;34;61;336;2;1.0;0.0;2.0;40.0;15.0;1;82.55238095238096;71.9791013584117;87.29660587639312
0;0;0;250;2;2.0;1.0;1.0;20.0;15.0;1;78.0656192236599;72.77179221548025;34.25513598121698
11;35;65;155;6;1.0;2.0;4.0;100.0;0.0;1;58.56521739130435;70.86238532110092;87.29660587639312
3;5;15;149;4;2.0;2.0;3.0;118.0;77.0;2;67.61974944731024;72.77179221548025;87.29660587639312
5;25;37;301;3;1.0;1.0;2.0;55.0;8.0;3;85.58936170212766;72.77179221548025;87.29660587639312
4;22;36;310;1;1.0;1.0;1.0;22.0;0.0;1;68.84;66.16144578313254;34.25513598121698
9;37;67;305;4;1.0;1.0;3.0;65.0;30.0;2;34.875;36.6605504587156;87.29660587639312
2;24;31;306;4;1.0;1.0;2.0;30.0;25.0;1;60.342919153553986;72.77179221548025;87.29660587639312
4;34;64;339;4;2.0;2.0;2.0;56.0;30.0;2;46.23880597014925;52.2472647702407;87.29660587639312
1;14;36;290;6;2.0;3.0;3.0;180.0;50.0;1;84.93013100436681;85.65113636363637;87.29660587639312
6;21;41;308;5;2.0;2.0;3.0;115.0;50.0;3;82.39354838709677;71.9791013584117;87.29660587639312
9;14;38;129;4;1.5;1.0;2.0;115.0;35.0;2;60.342919153553986;72.77179221548025;87.29660587639312
9;23;41;310;2;1.0;1.0;1.0;35.0;0.0;1;85.58936170212766;72.77179221548025;34.25513598121698
0;0;0;0;2;1.0;1.0;2.0;40.0;0.0;1;58.53846153846154;44.23841059602649;34.25513598121698
12;33;41;315;4;1.0;2.0;3.0;115.0;30.0;2;85.58936170212766;72.77179221548025;87.29660587639312
0;22;52;327;2;1.0;1.0;1.0;30.0;0.0;1;48.46524064171123;85.65113636363637;34.25513598121698
30;60;90;90;2;1.0;2.0;2.0;50.0;50.0;1;75.41904761904762;70.86238532110092;34.25513598121698
26;56;86;361;2;1.5;1.0;1.0;41.0;15.0;1;82.39354838709677;71.9791013584117;34.25513598121698
6;17;43;318;3;1.0;1.0;2.0;74.0;0.0;2;78.0656192236599;72.77179221548025;87.29660587639312
11;41;71;346;3;1.0;2.0;2.0;162.0;35.0;1;59.791666666666664;52.2472647702407;87.29660587639312
5;14;29;109;4;1.0;1.0;2.0;59.0;0.0;1;85.58936170212766;72.77179221548025;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;55.0;0.0;1;43.833333333333336;46.363751584283904;87.29660587639312
3;3;3;10;2;1.0;1.0;1.0;100.0;25.0;1;67.61974944731024;72.77179221548025;87.29660587639312
14;41;69;243;4;1.0;1.0;1.0;71.0;0.0;1;57.19607843137255;70.86238532110092;87.29660587639312
10;10;10;10;6;1.0;2.0;2.0;89.0;33.0;2;67.61974944731024;72.77179221548025;87.29660587639312
15;40;64;334;4;1.0;0.0;1.0;55.0;20.0;2;36.888888888888886;39.35897435897436;87.29660587639312
11;16;22;270;6;1.0;2.0;4.0;130.0;50.0;4;78.0656192236599;72.77179221548025;87.29660587639312
1;10;17;250;4;1.0;1.0;2.0;57.0;10.0;2;67.61974944731024;72.77179221548025;87.29660587639312
4;14;40;308;3;1.0;1.0;2.0;59.0;45.0;2;78.0656192236599;72.77179221548025;87.29660587639312
14;38;63;153;5;1.0;2.0;3.0;70.0;40.0;3;52.86641221374046;46.363751584283904;87.29660587639312
0;0;0;0;6;2.0;3.0;3.0;200.0;0.0;1;47.87931034482759;36.6605504587156;87.29660587639312
5;35;65;340;4;1.5;2.0;3.0;95.0;50.0;2;82.39354838709677;71.9791013584117;87.29660587639312
29;59;89;179;4;1.0;1.0;1.0;70.0;30.0;1;82.51466666666667;72.77179221548025;87.29660587639312
2;3;6;6;2;1.0;0.0;1.0;38.0;0.0;1;60.342919153553986;72.77179221548025;87.29660587639312
0;0;0;7;1;1.0;1.0;1.0;35.0;0.0;1;45.717241379310344;46.363751584283904;34.25513598121698
14;44;74;75;2;1.0;1.0;1.0;35.0;25.0;1;87.48611111111111;73.31741573033707;34.25513598121698
0;0;0;0;2;2.0;1.0;1.0;35.0;0.0;1;69.18333333333334;71.9791013584117;34.25513598121698
0;0;4;38;5;2.0;3.0;3.0;120.0;20.0;2;67.61974944731024;72.77179221548025;87.29660587639312
12;39;63;338;4;1.0;1.0;2.0;55.0;25.0;2;60.342919153553986;72.77179221548025;87.29660587639312
8;15;33;301;4;1.0;0.0;1.0;90.0;30.0;2;85.58936170212766;72.77179221548025;87.29660587639312
29;59;89;364;2;1.0;1.0;1.0;42.0;25.0;1;37.5625;51.07333333333333;34.25513598121698
0;0;0;38;2;1.0;0.0;2.0;43.0;0.0;1;78.0656192236599;72.77179221548025;87.29660587639312
3;15;28;168;12;2.5;6.0;6.0;190.0;50.0;8;67.61974944731024;72.77179221548025;87.29660587639312
9;29;55;327;2;1.0;0.0;1.0;50.0;12.0;1;67.61974944731024;72.77179221548025;87.29660587639312
0;0;0;0;6;2.0;3.0;5.0;100.0;0.0;1;48.46524064171123;85.65113636363637;87.29660587639312
0;0;11;286;6;2.0;2.0;2.0;140.0;60.0;2;82.51466666666667;72.77179221548025;87.29660587639312
19;40;60;148;8;2.0;2.0;7.0;95.0;35.0;4;58.56521739130435;70.86238532110092;87.29660587639312
5;35;43;310;1;1.0;1.0;1.0;25.0;0.0;1;55.97435897435897;51.07333333333333;34.25513598121698
5;13;24;247;5;2.0;2.0;4.0;95.0;20.0;2;78.0656192236599;72.77179221548025;87.29660587639312
0;29;59;149;3;1.0;1.0;2.0;94.0;0.0;2;82.39354838709677;71.9791013584117;87.29660587639312
14;36;58;331;5;2.0;2.0;4.0;85.0;25.0;2;60.342919153553986;72.77179221548025;87.29660587639312
18;45;75;350;3;1.0;1.0;2.0;51.0;7.0;1;59.791666666666664;52.2472647702407;87.29660587639312
30;60;90;365;2;1.0;1.0;1.0;30.0;0.0;1;37.12562814070352;34.444148936170215;34.25513598121698
16;46;76;254;2;1.0;0.0;1.0;50.0;30.0;1;82.51466666666667;72.77179221548025;87.29660587639312
10;21;43;50;5;2.0;2.0;3.0;89.0;25.0;2;78.0656192236599;72.77179221548025;87.29660587639312
24;54;84;174;1;2.0;1.0;1.0;39.0;0.0;1;67.61974944731024;72.77179221548025;34.25513598121698
7;32;53;326;6;1.0;2.0;4.0;88.0;0.0;2;78.0656192236599;72.77179221548025;87.29660587639312
29;59;89;145;1;6.0;10.0;16.0;40.0;0.0;1;57.316901408450704;71.9791013584117;34.25513598121698
0;0;0;0;1;0.5;1.0;1.0;23.0;0.0;1;57.316901408450704;71.9791013584117;34.25513598121698
7;24;44;315;1;2.0;1.0;1.0;20.0;8.0;1;78.90445859872611;72.77179221548025;34.25513598121698
11;36;60;61;2;1.0;1.0;1.0;33.0;30.0;1;66.7984496124031;85.65113636363637;34.25513598121698
1;16;40;259;3;1.0;1.0;1.0;48.0;0.0;2;56.857142857142854;57.39890710382514;34.25513598121698
4;14;30;295;2;1.0;1.0;1.0;90.0;30.0;1;85.58936170212766;72.77179221548025;87.29660587639312
24;54;84;359;2;1.0;0.0;1.0;49.0;0.0;1;44.725;43.86363636363637;87.29660587639312
7;18;26;242;4;1.0;1.0;2.0;80.0;49.0;2;66.7984496124031;85.65113636363637;87.29660587639312
0;0;0;0;2;1.5;1.0;1.0;70.0;0.0;1;69.18333333333334;71.9791013584117;34.25513598121698
14;32;32;130;2;1.0;1.0;1.0;70.0;25.0;1;60.342919153553986;72.77179221548025;87.29660587639312
0;0;6;281;2;2.0;1.0;1.0;18.0;15.0;1;60.342919153553986;72.77179221548025;34.25513598121698
3;11;20;92;1;0.5;1.0;1.0;15.0;15.0;1;60.342919153553986;72.77179221548025;34.25513598121698
15;36;50;140;4;1.0;1.0;1.0;65.0;35.0;1;101.6;73.31741573033707;87.29660587639312
30;60;90;181;2;1.5;1.0;2.0;35.0;0.0;1;38.40425531914894;57.39890710382514;34.25513598121698
0;2;5;17;4;1.0;0.0;1.0;30.0;10.0;2;24.733333333333334;36.6605504587156;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;35.0;0.0;1;65.95817490494296;66.16144578313254;34.25513598121698
7;37;67;342;1;1.0;1.0;1.0;35.0;5.0;1;71.97058823529412;66.16144578313254;34.25513598121698
0;0;0;249;6;2.0;2.0;3.0;85.0;30.0;2;48.46524064171123;85.65113636363637;87.29660587639312
30;60;90;365;2;1.0;1.0;2.0;85.0;35.0;2;84.93013100436681;85.65113636363637;87.29660587639312
5;11;16;214;6;2.0;2.0;5.0;130.0;40.0;2;85.58936170212766;72.77179221548025;87.29660587639312
0;0;0;203;2;1.0;0.0;2.0;35.0;25.0;1;67.61974944731024;72.77179221548025;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;18.0;15.0;1;37.964285714285715;70.86238532110092;34.25513598121698
24;54;84;84;2;1.0;1.0;1.0;24.0;0.0;1;44.75;57.39890710382514;34.25513598121698
9;33;37;312;1;;1.0;;45.0;0.0;1;84.93013100436681;85.65113636363637;34.25513598121698
3;6;25;25;2;1.0;1.0;1.0;18.0;0.0;1;48.46524064171123;85.65113636363637;34.25513598121698
0;0;3;41;5;2.0;2.0;5.0;120.0;0.0;1;65.83333333333333;70.86238532110092;87.29660587639312
6;36;57;332;2;1.0;0.0;2.0;80.0;15.0;1;137.16959064327486;85.65113636363637;87.29660587639312
0;0;0;0;1;2.0;1.0;1.0;19.0;0.0;1;78.0656192236599;72.77179221548025;34.25513598121698
0;5;35;36;1;1.0;1.0;1.0;26.0;0.0;1;67.61974944731024;72.77179221548025;34.25513598121698
12;41;71;346;2;1.0;1.0;1.0;25.0;15.0;1;45.62222222222222;38.298611111111114;34.25513598121698
4;17;36;311;3;1.0;1.0;1.0;50.0;10.0;2;67.61974944731024;72.77179221548025;87.29660587639312
11;41;71;346;7;2.0;1.0;7.0;20.0;12.0;1;37.12562814070352;34.444148936170215;34.25513598121698
